AS;ELEKTRICITEIT;S21;608190.95;604536.51;597903.07;589327.16;621032.56;616303.66;686250.36;663007.46;761685.97;742912.99;680778.71;632103.21;580939.06;Regio 1
AS;ELEKTRICITEIT;S22;206731.21;215114.57;221237.08;212009.56;243854.61;276664.01;358617.15;383594.41;445434.84;411883.47;335022;284908.82;225581.23;Regio 1
ASSE;AARDGAS;S30;35857.62;24837.99;42820.95;248861.06;803736.83;1082152.09;1239169.13;1421704.98;1829682.45;1514661.87;1168712.3;828414.65;326126.4;Regio 1
ASSE;AARDGAS;S31;807329.94;741978.28;708900.23;754650.86;2054434.78;3540469.54;4331068.47;5089045.63;6783170.22;5167648.17;3274947.71;2259137.54;985599.99;Regio 1
ASSE;AARDGAS;S32;3224312.25;3007993.05;2708111.48;3194209.09;4986111.27;6775068.16;8043796.97;8288278.95;10433967.62;8690903.65;6771513.76;5270760.45;3122861.29;Regio 1
ASSE;AARDGAS;S41;3252617.61;2357996.88;1948859.06;2220190.91;7917318.44;13728309.73;16768341.05;19422322.31;26093927.02;21345694.18;13682578.9;9438025.35;3654321.2;Regio 1
ASSE;ELEKTRICITEIT;S10;6872353.53;6851518.25;6958841.83;7051018.16;6399550.81;6171219.77;6760578.19;6398162.77;7074540.56;7060531.52;6487998.98;6699884.35;6542457.19;Regio 1
ASSE;ELEKTRICITEIT;S11;1465597.98;1404233.05;1400139.42;1472089.26;1472065.21;1569052.51;1780246.85;1721256;1923971.24;1856661.25;1685137.42;1646800.43;1537785.35;Regio 1
ASSE;ELEKTRICITEIT;S12;136445.75;122416.91;139701.28;216740.61;326286.65;410551.68;459643.25;466553.53;494279.03;476057.37;442598.19;469458.82;446594.59;Regio 1
ASSE;ELEKTRICITEIT;S21;2519294.47;2507464.12;2462222.56;2420906.51;2529527.6;2519693.1;2807753.98;2717723.3;3115655.97;3051997.58;2769324.32;2616673.98;2405146.56;Regio 1
ASSE;ELEKTRICITEIT;S22;770067.26;771072.74;770896.51;722208.26;834281.96;951056.75;1228627.27;1309146.02;1546539.32;1447678.2;1205971.85;997212.25;789334.9;Regio 1
ASSENEDE;AARDGAS;S30;1684723.49;1609894.51;1650215.33;1501295.84;2322432;2611213.21;2641855.7;1284145.14;721031.62;1128548.2;1762600.33;1761662.13;1103244.67;Regio 1
